StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,GPA,Activity,Participation
1117,15,1,2,0,2.122600386180389,21,0,3,1.340368647512407,Extracurricular,1
1120,15,0,2,1,19.56530927058948,3,0,2,3.619460869693516,Extracurricular,1
1121,18,1,0,3,3.170404680548189,12,1,1,2.17490279620988,Extracurricular,1
1125,15,0,0,2,2.5807281777884983,1,1,2,3.4982573417733205,Extracurricular,1
1126,18,1,0,2,8.606328560847817,14,0,4,2.590553445052984,Extracurricular,1
1127,16,1,1,3,5.494100656142873,1,0,3,3.5350037581843186,Extracurricular,1
1129,18,0,1,2,0.8117142426939017,12,1,1,2.0165967745176614,Extracurricular,1
1134,15,1,0,1,0.6242712067749512,2,0,1,2.4265467060392454,Extracurricular,1
1135,17,0,0,2,19.33731100586787,5,1,2,3.161436270258364,Extracurricular,1
1136,15,0,3,1,10.531898851795788,12,0,2,2.122638529628868,Extracurricular,1
1138,15,0,3,2,7.251664251893541,18,0,0,1.182987500498048,Extracurricular,1
1139,17,1,1,2,1.3281070692099473,7,0,3,2.7387957163436,Extracurricular,1
1141,18,1,0,0,0.7858389030138491,2,0,3,3.139481546380388,Extracurricular,1
1142,15,1,0,1,13.09814246295718,23,1,0,1.0460447710800969,Extracurricular,1
1144,18,0,2,1,18.978324363774306,16,0,2,2.03354462052118,Extracurricular,1
1145,18,0,2,2,4.919994806135904,7,1,2,2.432078522782237,Extracurricular,1
1146,17,1,0,3,10.641736478760226,9,0,3,2.6597713195279016,Extracurricular,1
1147,17,1,2,2,9.64712417165506,1,1,2,3.588887939765012,Extracurricular,1
1149,15,0,1,4,1.3602046390484102,22,0,1,1.00722582021403,Extracurricular,1
1150,18,0,2,2,3.875782600467097,5,0,3,2.8816123214605245,Extracurricular,1
1153,15,1,0,3,3.7827739265348015,22,0,4,1.11991126295732,Extracurricular,1
1155,15,1,0,2,4.304876410019074,2,0,2,3.0756193536614336,Extracurricular,1
1156,16,0,0,3,17.232499001679567,16,1,3,2.631434065124418,Extracurricular,1
1161,17,0,2,2,0.9956200304608752,4,1,3,3.3759940088028397,Extracurricular,1
1164,18,1,3,2,10.672338626184215,7,0,3,2.670559614819829,Extracurricular,1
1165,16,1,1,3,18.880825565618547,11,1,2,2.369648013449619,Extracurricular,1
1167,18,1,0,1,13.87726684656789,15,1,2,2.5374768278143587,Extracurricular,1
1169,17,1,2,2,10.251524318484233,14,0,3,2.2598041504961186,Extracurricular,1
1172,15,0,0,2,9.415699940254145,25,0,2,0.818786616073051,Extracurricular,1
1175,18,1,0,1,6.586425549650086,20,1,1,1.543837471085622,Extracurricular,1
1176,16,1,0,2,0.8440093716259689,27,0,3,0.1969011048236224,Extracurricular,1
1178,17,0,3,1,10.889226642983372,25,1,2,1.1048937876999445,Extracurricular,1
1179,15,1,0,1,3.368811022638305,2,0,2,2.553439811443938,Extracurricular,1
1180,17,0,3,2,15.209292125521332,1,0,3,3.2742334588098787,Extracurricular,1
1182,17,0,0,1,18.915494340169214,20,0,3,1.722115750240589,Extracurricular,1
1183,16,0,0,4,3.942120776473044,8,0,2,2.3380463575903736,Extracurricular,1
1184,17,1,1,2,17.507264798015214,9,1,4,3.273998748434336,Extracurricular,1
1186,15,0,1,2,9.076931276138232,26,1,3,0.8963978990233954,Extracurricular,1
1188,17,1,1,3,16.99200349964916,8,0,1,2.6743510954520984,Extracurricular,1
1189,17,1,0,2,9.602698792767464,23,0,0,1.2178731513333656,Extracurricular,1
1193,15,0,1,1,3.781553075566977,9,0,2,2.135266354890094,Extracurricular,1
1195,17,1,0,0,13.483738976592276,11,1,1,2.751145787611705,Extracurricular,1
1196,16,1,1,0,12.665378346749778,26,0,3,0.8976341586164038,Extracurricular,1
1197,16,1,0,4,1.9899245236127627,0,0,1,3.117354434785501,Extracurricular,1
1198,18,0,2,1,12.083478763451836,27,0,3,1.2875951312580094,Extracurricular,1
1200,17,1,2,3,1.573953503907981,28,0,3,0.5813557994949716,Extracurricular,1
1204,15,1,2,2,1.784443361144772,12,0,2,2.009298479722319,Extracurricular,1
1205,18,0,0,2,8.619661256945168,18,0,1,1.146086034129592,Extracurricular,1
1207,18,0,0,4,19.74200171848233,26,1,1,0.94573087329995,Extracurricular,1
1208,18,0,0,2,11.223004248703488,25,0,2,0.5672500284902902,Extracurricular,1
1210,15,0,0,2,6.508365613652156,20,1,2,1.6560601255004677,Extracurricular,1
1213,15,0,0,1,5.7251807076636645,1,0,3,3.25829468502287,Extracurricular,1
1216,15,0,0,2,0.4939459537222257,29,1,1,0.1259330746249498,Extracurricular,1
1217,18,1,2,1,16.205182610345737,26,1,2,1.2870134123902284,Extracurricular,1
1218,15,1,0,2,10.731563800572406,6,0,0,2.591426703229313,Extracurricular,1
1221,17,1,0,3,3.2499683094888288,22,0,3,1.710466837709535,Extracurricular,1
1225,16,1,0,1,1.3120152989005909,24,0,0,0.7683163859836675,Extracurricular,1
1240,18,0,2,2,10.86811704396528,16,0,1,1.5970165723817666,Extracurricular,1
1242,17,1,0,2,3.636169313338995,13,0,0,1.6413414427787147,Extracurricular,1
1245,17,0,3,2,3.924685633757112,14,0,2,1.8981464002812247,Extracurricular,1
1248,15,1,2,2,8.315496019793029,20,0,2,1.0444999950877136,Extracurricular,1
1252,15,0,1,1,6.192636200056915,7,0,2,2.127408865912826,Extracurricular,1
1253,18,0,0,2,13.274687213878767,3,1,1,2.913887649138132,Extracurricular,1
1256,17,0,1,3,9.20205253115376,10,0,4,2.403284547023526,Extracurricular,1
1259,18,1,0,1,0.4609417681321481,14,0,1,1.5309511463109082,Extracurricular,1
1261,15,1,0,2,4.214133301498125,6,0,1,2.3020320443414053,Extracurricular,1
1262,16,0,0,2,4.550677538729266,20,1,1,1.265677909199434,Extracurricular,1
1263,15,0,2,2,5.592028652902636,19,0,2,1.479602227739032,Extracurricular,1
1276,18,1,1,1,8.742962100900693,9,0,2,2.592786686317039,Extracurricular,1
1277,15,0,2,3,5.357471656348816,23,0,0,0.9123305070955544,Extracurricular,1
1283,16,0,2,2,4.5041420043240326,16,0,2,1.6336793710032238,Extracurricular,1
1285,16,0,0,3,9.589099562995314,7,1,3,3.270262309404739,Extracurricular,1
1289,15,0,0,2,7.468891822908709,4,0,2,2.5537231512721896,Extracurricular,1
1292,17,0,0,2,13.015766416938035,18,0,4,1.849760707133483,Extracurricular,1
1301,15,1,0,1,13.348310610676622,28,0,3,1.11384878785912,Extracurricular,1
1302,15,1,0,2,0.2553085303579472,9,0,0,1.6492502516618042,Extracurricular,1
1309,18,0,1,3,8.072933889869557,25,0,1,0.322286081625407,Extracurricular,1
1311,18,1,0,0,8.41793057518452,23,0,2,0.6307569438666114,Extracurricular,1
1318,15,1,0,2,11.389647762731837,3,1,3,3.191046118219917,Extracurricular,1
1321,18,1,0,1,1.4514959608942155,2,0,1,2.7238280604010647,Extracurricular,1
1322,15,1,0,1,17.00635416315198,11,0,4,2.627693905554347,Extracurricular,1
1323,18,1,0,1,4.257001720767148,29,1,3,0.9124156208354256,Extracurricular,1
1330,18,0,2,2,18.92757306716742,10,0,1,2.3321590405051187,Extracurricular,1
1331,15,1,2,1,8.299955167415085,4,0,2,3.387938347765993,Extracurricular,1
1337,15,0,0,1,0.4513716640475418,3,0,2,2.9858098143768106,Extracurricular,1
1341,17,1,0,3,5.704886846135331,20,0,1,1.4003632540944204,Extracurricular,1
1342,18,1,3,2,4.784221760684375,15,0,1,1.7555440233413917,Extracurricular,1
1343,17,1,3,2,15.739515987624015,9,0,4,2.900096239205548,Extracurricular,1
1348,18,1,0,2,14.572303135855538,6,0,3,3.1071355935726115,Extracurricular,1
1357,16,1,2,2,4.491647653078021,2,1,3,3.375252255246081,Extracurricular,1
1361,18,0,0,2,15.780812084040942,18,0,4,2.2166038146961022,Extracurricular,1
1362,15,1,0,3,7.019512478521827,9,0,1,2.0046273170074884,Extracurricular,1
1365,17,0,0,2,3.8374636880900304,16,0,3,1.689528158418944,Extracurricular,1
1366,17,1,2,1,1.2243331628714405,15,0,4,1.7579788035014272,Extracurricular,1
1370,17,0,0,2,0.9336963979854752,8,1,3,2.34926492736688,Extracurricular,1
1375,15,1,1,2,18.91347074101609,22,1,2,1.6230778220088506,Extracurricular,1
1376,18,0,0,1,8.178544715133441,8,1,1,2.200896321528595,Extracurricular,1
1378,15,0,1,0,9.297095616265414,1,0,1,2.9965033042477023,Extracurricular,1
1380,15,0,0,2,8.991978120154746,10,1,3,2.8304044557095467,Extracurricular,1
1381,18,1,2,1,3.7726449284814967,7,0,2,2.5251155338354896,Extracurricular,1
1382,16,1,0,4,10.157948320067618,22,0,1,1.0429816505882752,Extracurricular,1
1383,18,1,1,1,10.571684028748846,5,0,2,2.661096903670216,Extracurricular,1
1385,15,0,0,1,14.710414115871624,19,1,1,1.7994091491725042,Extracurricular,1
1390,15,1,2,0,17.881990722123184,16,0,3,1.84886644019124,Extracurricular,1
1392,17,1,2,3,1.1031318120357092,1,0,2,2.8560385143532114,Extracurricular,1
1393,18,1,2,3,16.412831207089575,24,1,1,1.206150230255099,Extracurricular,1
1394,18,1,0,0,0.7539478084534124,20,0,1,0.8959029903990774,Extracurricular,1
1399,18,1,2,1,0.1670940834427714,17,1,3,1.8687585897071977,Extracurricular,1
1400,15,0,3,3,3.3719809686807367,7,0,3,3.0356935955108426,Extracurricular,1
1402,18,0,0,3,14.287751240745848,6,0,0,3.038116129209991,Extracurricular,1
1407,16,0,3,1,0.0256885105360282,3,0,4,2.934586305266487,Extracurricular,1
1408,18,0,0,2,2.403185174712439,16,0,4,2.0469388171096283,Extracurricular,1
1409,18,1,2,2,10.691090895120784,4,0,2,3.065473133634235,Extracurricular,1
1413,16,0,1,2,10.437245906643575,19,1,1,1.879575445166732,Extracurricular,1
1416,15,0,0,1,16.799964464878858,27,0,2,0.7641866973896485,Extracurricular,1
1417,15,0,0,1,14.49825493248879,17,1,2,1.503416679305313,Extracurricular,1
1418,16,1,2,4,17.8952397402499,19,1,2,1.5258378621561266,Extracurricular,1
1419,18,0,0,2,2.351144982418732,8,0,1,2.2708411075244164,Extracurricular,1
1426,15,0,0,1,3.533646283526104,24,0,3,1.0504696915596752,Extracurricular,1
1429,15,1,3,1,6.403623348568772,12,0,2,2.025416982399455,Extracurricular,1
1431,15,0,1,1,3.75807177596833,12,0,3,2.017218038843316,Extracurricular,1
1432,16,1,0,2,12.495907974374504,8,0,2,2.3976825794915584,Extracurricular,1
1433,15,1,0,2,6.729007036350203,29,0,2,0.2878673233291232,Extracurricular,1
1435,18,1,2,1,6.263641014072703,5,1,1,2.905242112307261,Extracurricular,1
1437,18,0,0,1,18.03832215675765,0,1,0,3.4184098665461984,Extracurricular,1
1440,17,1,1,1,8.968156820318658,4,0,2,2.679085718058188,Extracurricular,1
1442,18,0,0,0,14.88838507626652,3,0,0,2.781287883700032,Extracurricular,1
1444,18,0,3,3,8.760673133952936,13,0,3,2.3327839636333105,Extracurricular,1
1445,18,1,3,1,17.220667999444807,8,1,4,3.0677183698465544,Extracurricular,1
1448,16,0,0,2,13.812454841626831,3,0,3,3.2898231421759827,Extracurricular,1
1449,17,0,0,2,10.268689942516405,17,1,3,2.1757392926719743,Extracurricular,1
1451,16,0,3,2,17.7937482514333,24,0,3,1.4772887703973712,Extracurricular,1
1455,15,1,2,0,9.772098517559694,2,0,3,3.5877355870777485,Extracurricular,1
1456,17,1,0,1,12.064442713159274,22,0,0,1.30141801379926,Extracurricular,1
1459,17,1,1,2,13.34702326100792,12,0,1,1.9893957592572007,Extracurricular,1
1461,16,0,0,2,6.532438114960176,17,0,0,1.5135167558797396,Extracurricular,1
1465,18,1,0,2,9.000484790556051,23,0,2,1.0384883524708666,Extracurricular,1
1466,17,0,0,2,6.6538035938534,13,0,2,2.255019102931137,Extracurricular,1
1470,18,1,0,0,13.782867139606754,9,0,2,2.6375942281323583,Extracurricular,1
1471,15,0,3,3,10.29142232535601,4,0,3,3.0571217282122816,Extracurricular,1
1472,18,0,1,2,4.003084224987337,22,0,2,1.3619328272119078,Extracurricular,1
1473,17,1,0,0,6.391788525199966,6,1,2,3.2389317177358112,Extracurricular,1
1474,18,0,1,2,11.83615815326652,11,1,3,2.573034385056746,Extracurricular,1
1477,15,1,0,1,1.4649120821478023,25,1,2,1.04646340029671,Extracurricular,1
1487,17,0,1,1,15.557554110737543,15,1,2,2.222002853095735,Extracurricular,1
1489,15,1,0,1,7.150266568544739,18,0,1,1.6759194307143808,Extracurricular,1
1490,15,0,2,2,5.548534696019583,28,0,2,0.2143195035843396,Extracurricular,1
1491,18,0,0,2,12.85604100324165,19,1,1,1.5567655569083212,Extracurricular,1
1492,15,0,0,1,13.856023972598177,18,0,4,2.154199353389932,Extracurricular,1
1495,15,1,1,3,15.395446147711713,11,0,1,2.162688107920216,Extracurricular,1
1499,15,1,0,1,10.352596567959344,15,1,2,2.1901466017791726,Extracurricular,1
1502,15,0,1,2,19.293809576569217,14,0,3,2.118500601923897,Extracurricular,1
1503,15,0,0,4,1.471267084315313,6,0,3,2.615347947639846,Extracurricular,1
1505,17,1,1,0,18.75100674814677,0,1,4,3.9470929642201775,Extracurricular,1
1507,18,1,0,1,12.298060291338722,9,1,1,2.813786291054958,Extracurricular,1
1510,16,1,2,0,15.36178756837333,3,1,2,3.666290826527483,Extracurricular,1
1513,17,1,1,2,6.124784904568008,0,0,1,3.149644743525513,Extracurricular,1
1515,16,1,3,2,1.4471451548265324,22,0,3,1.1613543513353255,Extracurricular,1
1518,16,0,0,0,11.859694955109878,15,1,4,2.6441973683601545,Extracurricular,1
1522,17,1,3,2,13.790684178108304,13,0,3,2.2675844008883907,Extracurricular,1
1528,16,1,0,2,7.105792864386375,0,0,2,3.8649768612963977,Extracurricular,1
1529,16,0,0,3,0.9832165831009632,20,0,1,0.684651926072042,Extracurricular,1
1532,18,0,0,2,15.240654420781022,22,0,0,0.8802328124843197,Extracurricular,1
1535,17,1,2,1,0.6685306618644327,17,0,3,1.3415984768250016,Extracurricular,1
1536,16,1,3,2,7.335041528518802,27,0,4,0.6592029163279249,Extracurricular,1
1541,17,0,0,0,4.465108021387218,20,0,2,0.8177142023856205,Extracurricular,1
1543,17,0,2,0,8.517863100733635,6,1,3,3.219333348074609,Extracurricular,1
1547,15,0,3,1,0.1069797738844569,5,0,1,2.254547586191716,Extracurricular,1
1548,18,0,0,1,14.964776123618002,20,0,1,1.8913004299388907,Extracurricular,1
1551,15,0,0,4,1.9225170346430296,7,0,1,2.4119864614713284,Extracurricular,1
1556,18,1,1,0,2.8225223659864374,4,0,1,2.5761746968185832,Extracurricular,1
1558,16,1,3,3,16.202801814909225,0,0,3,3.646516388949796,Extracurricular,1
1559,18,1,2,0,1.7514912597247645,8,1,2,2.6054252316173008,Extracurricular,1
1560,16,0,1,1,12.67699637470648,5,0,3,3.3669295153821057,Extracurricular,1
1565,18,0,2,2,12.07510287675226,8,0,3,2.718465435794503,Extracurricular,1
1566,16,0,2,2,3.278634419064055,4,1,4,3.2448822032661777,Extracurricular,1
1567,16,0,0,2,14.71907121030356,13,1,4,2.8656747490202017,Extracurricular,1
1571,16,1,0,2,3.425468213324792,12,1,1,2.600264186907329,Extracurricular,1
1575,17,0,2,3,3.165661013987473,27,1,3,0.782809234051424,Extracurricular,1
1576,16,0,1,2,13.762353184127004,25,0,0,0.7664048694920337,Extracurricular,1
1577,15,0,3,2,2.563761456209235,17,1,0,1.2836220775478306,Extracurricular,1
1578,16,0,0,1,8.507129925399672,24,0,2,0.6431459327503606,Extracurricular,1
1583,18,0,0,2,17.836404228132256,27,0,2,1.184519764401664,Extracurricular,1
1588,17,0,3,1,14.266434590025446,25,0,3,1.2993555178087297,Extracurricular,1
1595,18,1,0,3,10.077775935825471,7,0,2,2.635208129638253,Extracurricular,1
1598,17,1,2,2,6.488764572701324,21,1,1,1.1466960797952552,Extracurricular,1
1601,15,1,1,2,6.82095745661247,7,0,1,2.446157080635824,Extracurricular,1
1602,18,1,0,2,16.06609147036067,18,1,1,1.9529530122549463,Extracurricular,1
1603,18,1,0,2,17.94596991499477,15,0,3,2.293087191388992,Extracurricular,1
1608,18,1,2,2,0.2602042685174544,15,0,3,2.4576510224957078,Extracurricular,1
1611,15,1,0,2,6.838689871494532,28,0,1,0.3106695325979863,Extracurricular,1
1612,16,1,1,1,18.484368696853203,11,1,3,2.7718106588704914,Extracurricular,1
1613,18,0,1,0,0.4878198622019347,13,0,1,1.5826829916643974,Extracurricular,1
1614,16,0,2,2,11.628497897381742,23,1,0,1.1055870981431069,Extracurricular,1
1616,17,0,0,3,4.3864080242276415,26,1,4,0.9918836980476614,Extracurricular,1
1619,17,1,1,4,14.54262393763855,15,0,3,2.230253521333785,Extracurricular,1
1620,17,1,0,1,0.0143371741315956,19,0,3,1.3835280778946648,Extracurricular,1
1621,18,0,0,1,18.737068601820305,15,0,1,2.1314052629810774,Extracurricular,1
1622,16,0,0,3,3.290507447856248,12,0,1,1.86827692299816,Extracurricular,1
1623,17,1,1,4,4.671608684447184,25,0,3,1.2474819436382791,Extracurricular,1
1625,15,0,2,1,0.7564027310407062,8,0,3,2.7051956947945466,Extracurricular,1
1626,16,0,0,2,2.4610424718064983,25,0,1,0.8979380920800135,Extracurricular,1
1627,15,1,0,2,19.72699845888324,27,0,2,1.3917317913625924,Extracurricular,1
1630,17,1,0,0,2.1398252234924664,28,0,1,0.0,Extracurricular,1
1635,16,0,3,2,4.461800368907117,18,1,3,1.6304001316060543,Extracurricular,1
1637,15,0,1,1,2.0678987326008302,20,1,3,1.279370611476852,Extracurricular,1
1641,16,0,2,2,5.069875065143807,2,0,0,2.6823160526270176,Extracurricular,1
1643,18,1,0,4,18.11887935852529,24,1,0,1.3962784383778892,Extracurricular,1
1644,15,0,0,1,11.33612210020932,21,1,2,1.6094867987939343,Extracurricular,1
1645,18,0,0,2,7.088479839747723,19,0,2,1.187367524649196,Extracurricular,1
1646,15,1,3,2,7.622937640694712,15,0,2,2.0197970227132727,Extracurricular,1
1651,17,0,0,2,18.88189571860729,16,1,4,2.423800751639832,Extracurricular,1
1652,18,0,0,2,6.718923067578677,15,0,1,1.7419681672894356,Extracurricular,1
1655,16,1,0,0,4.009380955327179,18,1,1,1.5420637396404375,Extracurricular,1
1657,17,0,0,2,4.1240543180355775,24,0,3,0.4999877783931601,Extracurricular,1
1660,16,0,0,4,9.11321643106184,13,0,1,2.300205239575968,Extracurricular,1
1662,17,1,0,1,13.837278163216888,11,1,0,2.13406203808262,Extracurricular,1
1663,15,0,1,1,7.661387394530134,16,0,0,1.2997943203369946,Extracurricular,1
1664,16,0,3,2,17.381981374494572,27,0,2,0.7478339441237737,Extracurricular,1
1665,15,0,1,2,11.36638302155851,26,0,1,0.5329232037789974,Extracurricular,1
1667,16,0,0,1,1.3448126810407324,17,1,3,1.9913793639901416,Extracurricular,1
1668,18,1,3,1,9.2937893689033,15,0,3,1.8999595995373024,Extracurricular,1
1669,15,1,0,1,16.414716816314606,12,0,3,2.6148839418291825,Extracurricular,1
1670,17,1,0,2,12.29082036442631,20,1,0,1.8102707442887624,Extracurricular,1
1671,15,1,1,2,16.643249074582368,16,0,2,1.581931480635446,Extracurricular,1
1673,16,1,1,1,2.369234101889637,0,1,2,3.363670491095614,Extracurricular,1
1674,16,1,0,1,0.2727969167176214,28,0,1,0.4812984804652508,Extracurricular,1
1675,18,0,0,4,6.064390934371824,24,0,0,0.1999273794512188,Extracurricular,1
1677,18,1,0,3,15.805198078833875,26,0,3,0.8825524540001173,Extracurricular,1
1680,16,1,1,1,8.422378088681633,27,0,2,0.6817036435058786,Extracurricular,1
1681,18,0,0,1,8.210455687028556,1,0,2,2.898261817162794,Extracurricular,1
1683,17,0,1,2,2.7274221005891675,0,1,0,3.560791672128213,Extracurricular,1
1687,16,0,0,2,0.1840179525075891,11,1,0,1.8104094800411437,Extracurricular,1
1690,16,0,2,2,19.46289422853817,6,1,3,3.625921730346796,Extracurricular,1
1692,16,0,1,2,6.916571406191878,22,0,2,1.331958948764275,Extracurricular,1
1693,15,1,2,1,7.156823172830665,27,0,4,0.7795517215186132,Extracurricular,1
1694,18,0,1,2,0.1690299212492108,22,0,1,0.8813584466312141,Extracurricular,1
1697,17,1,1,3,18.803596694584822,29,0,3,1.0288655959633797,Extracurricular,1
1702,18,1,2,4,7.7410002386977395,15,0,0,1.6052743861754348,Extracurricular,1
1703,15,0,0,1,12.94444566795711,12,0,3,2.709889487418108,Extracurricular,1
1706,15,0,0,3,9.144608392390888,11,0,1,2.1219640588635724,Extracurricular,1
1708,18,0,0,2,17.75635280671638,23,0,2,1.123926327741214,Extracurricular,1
1710,18,0,2,1,16.452958543877788,19,0,2,1.8228292080685773,Extracurricular,1
1711,17,0,3,2,4.200946745841392,12,0,3,2.231182931946249,Extracurricular,1
1715,18,1,2,2,3.009909961451711,23,1,1,1.0578761267920678,Extracurricular,1
1717,17,0,1,2,16.032851796627344,3,1,2,3.5169407207158963,Extracurricular,1
1719,18,0,1,1,9.812271517963982,1,0,3,3.4861413290978023,Extracurricular,1
1720,18,0,0,2,16.975351705626284,27,1,0,0.586837405483887,Extracurricular,1
1724,15,0,2,1,17.698534936899332,14,0,3,2.66889332908893,Extracurricular,1
1727,17,1,0,1,5.382395052760208,18,0,1,0.8730911973563495,Extracurricular,1
1729,15,1,0,3,0.8829112417491092,25,0,0,0.318850908518507,Extracurricular,1
1733,15,0,2,3,7.895506335433657,23,0,2,1.0866966802818123,Extracurricular,1
1735,16,1,1,1,17.613011549291556,10,1,2,2.824604892517854,Extracurricular,1
1738,15,1,2,2,0.9859932481833988,28,1,2,0.5684680837933294,Extracurricular,1
1742,16,0,1,0,2.425297867182734,19,0,3,1.6831172628416484,Extracurricular,1
1743,16,1,0,2,2.2752391760909885,18,1,3,1.7209071500753406,Extracurricular,1
1746,16,1,2,1,14.24143984495861,16,0,2,1.878547509948441,Extracurricular,1
1747,17,0,1,2,3.569013481967496,26,0,3,0.8632708590471806,Extracurricular,1
1749,15,1,0,2,18.807940678910885,9,0,3,2.7721632696203784,Extracurricular,1
1755,16,1,2,2,16.436029185084006,20,0,2,1.834226997089304,Extracurricular,1
1759,15,0,1,3,5.250172085330882,1,0,3,3.4063390822727126,Extracurricular,1
1760,17,1,0,3,2.4377842416071798,28,1,3,0.8670343739276987,Extracurricular,1
1767,15,1,2,1,18.025184155931267,26,0,1,0.8447920018716684,Extracurricular,1
1771,15,1,0,3,12.49887540815664,8,1,2,2.7423611231016096,Extracurricular,1
1774,18,0,0,2,5.577438525219298,19,0,4,1.5913479919456928,Extracurricular,1
1778,18,1,0,4,1.1426543868665997,20,1,1,0.8227735669667381,Extracurricular,1
1780,17,0,0,1,10.596181141401082,22,0,0,0.7626843112270509,Extracurricular,1
1783,18,0,0,2,3.006212449679375,23,0,3,1.1708122846030742,Extracurricular,1
1787,17,0,2,4,2.5795781585433053,21,1,3,1.8865425000782805,Extracurricular,1
1795,15,0,0,3,19.653048229871384,13,0,2,2.797267479731933,Extracurricular,1
1798,17,1,2,1,18.11698779998612,6,0,2,2.95214586347002,Extracurricular,1
1799,15,1,0,3,10.32495646400121,24,0,2,0.9633750092514732,Extracurricular,1
1800,17,1,3,2,3.074986242058362,2,0,2,3.3349718279859157,Extracurricular,1
1802,16,0,0,0,15.14938101446206,16,1,2,1.955791738835412,Extracurricular,1
1803,15,1,0,2,14.63410545446303,9,0,3,2.850351339225344,Extracurricular,1
1807,18,0,0,1,13.7658599685451,27,1,1,0.9220132315429356,Extracurricular,1
1811,17,1,0,1,15.679050361956818,23,0,3,1.511276997165948,Extracurricular,1
1813,15,0,1,1,15.843798765504902,17,0,0,1.7643543086537177,Extracurricular,1
1814,18,1,2,2,16.772435923961137,24,0,2,1.295594900495879,Extracurricular,1
1818,17,0,1,1,6.296823108174707,6,0,3,3.0400254359810663,Extracurricular,1
1819,18,0,0,1,2.33608215467904,22,1,1,1.0690799865648395,Extracurricular,1
1820,15,1,1,2,5.463192407398902,3,1,4,3.9417600224442615,Extracurricular,1
1825,18,0,0,2,14.405358478947912,26,1,1,1.1003818825946587,Extracurricular,1
1832,15,0,0,3,5.147309168032681,18,0,3,1.5835564956915291,Extracurricular,1
